musteri_kodu,unvan,adres,sehir,ilce,lat,lon,rut_kod,rut_aciklama,ziyaret_sira,son_teslimat_tarihi,toplam_teslimat_sayisi,toplam_agirlik,toplam_tutar,durum,musteri_grubu,bolge_grubu,geocode_kaynak,geocode_hassasiyet,satis_temsilcileri,telefon,posta_kodu,ilk_teslimat_tarihi,son_teslimattan_gecen_gun
M0000180,ENPATI PETSHOP (CANAKKALE-MERKEZ),ESENLER MAHALLESİ BARIŞ CADDESİ NO:51 İÇ KAPI NO:1,ÇANAKKALE,,40.1638674,26.4179258,729,ANIL BÖBEŞ RUT,86,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,erp,saha_gps,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0552 786 00 17,,,
M0000181,GUNES YEM (CANAKKALE-MERKEZ),CUMHURİYET MAH. EREN SK. NO: 3 İÇ KAPI NO: 1 KEPEZ BELDESİ,ÇANAKKALE,,40.0972459,26.3891601,729,ANIL BÖBEŞ RUT,87,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_mahalle,mahalle_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,05436168526,,,
M0000182,NESELI KANATLAR PET MARKET (CANAKKALE-MERKEZ),BOĞAZKENT MAH. HANİFE ERTEN SK. NO: 16 İÇ KAPI NO: 1 KEPEZ BELDESİ,ÇANAKKALE,,40.1025638,26.3994598,729,ANIL BÖBEŞ RUT,88,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_mahalle,mahalle_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0542 641 22 14,,,
M0000183,ADAHAN BALIKCILIK MALZ. (CANAKKALE-GOKCEADA),FATİH MAH. İNÖNÜ CAD. NO: 3 A,ÇANAKKALE,GÖKÇEADA,40.2003874,25.9084625,729,ANIL BÖBEŞ RUT,89,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_ilce,ilce_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,546 796 67 02,,,
M0000206,MERTCAN AKV (CANAKKALE-GELIBOLU),YAZICIZADE MAH. PAZARYERİ SOK.NO:8,ÇANAKKALE,GELİBOLU,40.4332126,26.6811953,729,ANIL BÖBEŞ RUT,97,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_mahalle,mahalle_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0533 633 53 45,,,
M0000216,GENÇ VETERİNER KLİNİĞİ (AYVACIK/ÇANAKKALE),ÜMMÜHAN MH. YALI SK. NO:4/3 D:21,ÇANAKKALE,AYVACIK,39.601185,26.4031312,729,ANIL BÖBEŞ RUT,107,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_ilce,ilce_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5446143847,,,
M0000220,ŞANSLI PATİLER 17-SUNULLAH EREN (ÇANAKKALE),k.paşa mh. çarşı cad. erdemir pasajı no:85/32,ÇANAKKALE,MERKEZ,40.146271,26.4028892,729,ANIL BÖBEŞ RUT,111,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_ilce,ilce_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5417306517,,,
M0000221,RENAN ÖZEL ZAHİRE VE YEM TİC.(BİGA/ÇANAKKALE),İSTİKLAL MAH. İNÖNÜ CD. NO:15/1,ÇANAKKALE,BİGA,40.2283829,27.2435964,729,ANIL BÖBEŞ RUT,112,2026-07-18,5,795.0,97067.76,Aktif,201 - PETSHOP,sinir_dahil,erp,saha_gps,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5305181875,,2026-07-18,6
M0000228,MAMAMİA VETERİNER KLİNİĞİ (10-BANDIRMA),ORDU CAD.AYTUĞ SİTESİ NO:124/B,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,119,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5465399269,,,
M0000229,PATİBÖR PETSHOP (ÇANAKKALE-MERKEZ),BARBAROS MH.UYAR SK.NO:2/1 İÇ KAPI NO:1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,120,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5448148992,,,
M0000230,ALFA VETERİNER HEKİM MUAYENEHANESİ (10-EDREMİT),İKİZÇAY MH.BÜLENT ECEVİT CD. ZAFER AP.27,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,121,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5544841218,,,
M0000233,YÖRÜKOĞLU AV BAYİİ (10-DURSUNBEY),BELEDİYE ARKASI NO:3,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,123,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5426376063,,,
M0000234,BAMBİ PET SHOP (10-KARESİ),ALİ HİKMET PAŞA MH.ÖMER ALİ BEY CD.NO:51/A,ÇANAKKALE,,39.6569016,27.8918299,729,ANIL BÖBEŞ RUT,124,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,erp,saha_gps,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5360124100,,,
M0000235,PATİSHOP (ÇANAKKALE-GELİBOLU),YAZICIZADE MH.MİRALAY ŞEFİK AKER CD.BAHADIR PSJ. NO:5/44,ÇANAKKALE,GELİBOLU,40.4054063,26.6722539,729,ANIL BÖBEŞ RUT,125,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_ilce,ilce_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5424695741,,,
M0000249,SEMPATİ PETSHOP-RAHİME KAHRAMAN (KARESİ-BALIKESİR),PAŞA ALANI MH.SITKI YIRCALI CD.NO:34B,ÇANAKKALE,,39.6591606,27.9012442,729,ANIL BÖBEŞ RUT,127,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,erp,saha_gps,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5422206406,,,
M0000313,PATIKA PETSHOP (BURSA-NILUFER),İHSANİYE MAH. İNCESU SK. NO:11 A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,144,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0531 692 49 94,,,
M0000314,PETHOUSE (BURSA-NILUFER),İHSANİYE MAH.OKUL CAD. BURÇAK NO:72/G İÇ KAPI NO:1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,145,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,530 606 70 01,,,
M0000315,XX CIPET PETSHOP16 (BURSA-OSMANGAZI),SOĞANLI MAH. ÇELEBİ MEHMET BLV. BOTANİK 224 NO:199 C,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,146,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,535 036 13 24,,,
M0000316,PET MARKETIM (BURSA-NILUFER),BEŞEVLER MAH.YILDIRIM CAD. A BLOK NO:141-143/A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,147,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,536 291 35 46,,,
M0000317,EYMEN PETSHOP (BURSA-NILUFER),FAT AD:KAYIHAN MAH.ATATÜRK CAD.NO:6 SEV AD:ERTUĞRUL MAH.135 SK.NO:4/B NİLÜFER,ÇANAKKALE,,40.2176834,28.9228948,729,ANIL BÖBEŞ RUT,148,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,erp,saha_gps,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,55283623,,,
M0000318,DMR PETSHOP (BURSA-YILDIRIM),YILDIRIM MAH.KURTULUŞ CAD. NO:96/A İÇ KAPI NO:Z1,ÇANAKKALE,,40.4089388,26.671815,729,ANIL BÖBEŞ RUT,149,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_mahalle,mahalle_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,553 525 19 07,,,
M0000319,SOHPET PETSHOP (BURSA-OSMANGAZI),EMEK ADNAN MENDERES MAH. KARANFİL CAD. NO: 27,ÇANAKKALE,,40.2550193,28.9703006,729,ANIL BÖBEŞ RUT,150,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,erp,saha_gps,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,531 612 86 92,,,
M0000321,ISIK YEM (BURSA-OSMANGAZI),HÜRRİYET MAHALLESİ 9. CAMİ SOK. NO:14,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,152,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,05355250720,,,
M0000322,LALI PETSHOP (BURSA-NILUFER),ODUNLUK MAH. AKPINAR(180) CAD.İŞYERİ (OFİSLER) GREEN WHITE PLAZA NO: 5 İÇ KAPI,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,153,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0533 938 52 68,,,
M0000323,KAYA GİRAY VETERINER KLINIGI (BURSA-INEGOL),ERTUĞRULGAZİ MAH. AKPINAR CAD. NO: 9 İÇ KAPI NO:1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,154,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5365548350,,,
M0000324,YEZDA AMBALAJ KIRTASIYE (BURSA-OSMANGAZI),SAKARYA MAH/SEMT 6.ULU SK. ALTAY APT. NO: 91 A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,155,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0539 656 66 22,,,
M0000325,PETITOYS PETSHOP (BURSA-OSMANGAZİ),GÜZELYALI SİTELER MAH. ESKİ16 ASFALTI CAD. NO:35/BA,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,156,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0553 655 67 53,,,
M0000327,ZOA PETSHOP (BURSA-YILDIRIM),BAĞLARALTI MAH. 2.CAD.NO:24/C,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,158,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,544 318 64 05,,,
M0000328,EMSA PETSHOP (BURSA-OSMANGAZI),GEÇİT MAH. 1.GÜRBÜZ SK.NO: 69 İÇ KAPI NO:9,ÇANAKKALE,,40.2671058,28.9536481,729,ANIL BÖBEŞ RUT,159,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,erp,saha_gps,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5364364183,,,
M0000329,GIRGIR PETSHOP (BURSA-OSMANGAZI),YENİKARAMAN MAH. 20.ŞAHİN SK. NO: 26 A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,160,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,534 893 52 38,,,
M0000331,PFF PETSHOP (BURSA-NILUFER),KARAMAN MAH. KELEBEK(170) SK. NO:3/A,ÇANAKKALE,,40.0942265,26.3922103,729,ANIL BÖBEŞ RUT,162,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_mahalle,mahalle_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,543 813 08 27,,,
M0000333,SILVA PET (BURSA-YILDIRIM) X,KURTOĞLU MAH. NAMAZGAH CAD. NO: 31 A İÇ KAPI NO: B1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,164,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,555 700 79 44,,,
M0000334,MY PET KAMPUS (BURSA-NILUFER),ALAADDİNBEY MAH.AYDINLIK SK.NO:20,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,165,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,538 799 97 59,,,
M0000336,CAFE DE PATI PETSHOP (BURSA-NILUFER),30 AĞUSTOS ZAFER MAH. BOZYAKA CAD. NO: 15 B/D,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,167,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,535 222 03 33,,,
M0000337,İLKAY PETSHOP (BURSA-OSMANGAZI),KURUÇEŞME MAH. SAKARYA CAD.NO:11/A,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,168,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,535 565 55 56,,,
M0000338,EASY PET (BURSA-NILUFER),AHMET YESEVİ MAH. BALAT CAD.NO:73/B - 11,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,169,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,545 865 07 06,,,
M0000339,PET PUSULA KEDI OTELI PETSHOP (BURSA-NILUFER),ÜÇEVLER MAH. İZMİR YOLU CAD. NO: 241 D/K,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,170,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,542 241 16 08,,,
M0000340,BERKAY AKVARYUM (OSMANGAZI-BURSA),ÇİRİŞHANE MAH. ETİBANK CAD.NO:15/a,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,171,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,5436314631,,,
M0000341,GULSE LIYA SETBASI PETSHOP (YILDIRIM-BURSA),KARAAĞAÇ MAH . SAKALDÖKEN CAD. NO:2-8B Z2,ÇANAKKALE,,39.3918304,26.8387057,729,ANIL BÖBEŞ RUT,172,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,nominatim_mahalle,mahalle_merkezi,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0546 860 40 90,,,
M0000342,YUNUS PARK PETSHOP*(YILDIRIM-BURSA),HACISEYFETTİN MAH. İNCİRLİ CAD. İLHANLAR APT. 149 İLHANLAR APT. 149 A Z:1,ÇANAKKALE,,,,729,ANIL BÖBEŞ RUT,173,,0,0.0,0.0,Aktif,201 - PETSHOP,sinir_dahil,basarisiz,yok,ANIL BÖBEŞ | MESUT ÖZAY BÖBEŞ,0532 666 18 32,,,
100000029,MAHMUT ÖZLAHLAN,ATATÜRK MAH. 63SK NO:6A BUCA BUCA / İZMİR,İZMİR,,39.1023586,27.1935983,504,TAMER ÇELİK PAZARTESİ,1,2025-12-12,1,1794.0,156264.38,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5073831905,34000,2025-12-12,224
100000097,MEHMET TASYER,KURTULUŞ MAH.HAKİMİYET CAD. NO:14/B TİRE-İZMİR,İZMİR,TİRE,38.0898716,27.7366584,504,TAMER ÇELİK PAZARTESİ,2,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5423135695,34000,,
100000149,BAYRAMLAR YEM TARIM ÜRÜNLERI SAN. VE TIC. LTD.STI,ZAFER MAH. ÇELTİK SOK. NO:2 BUCA-İZMİR,İZMİR,,39.1177512,27.1761472,504,TAMER ÇELİK PAZARTESİ,3,,0,0.0,0.0,Aktif,202 - YEM TOPTAN,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5325991598,34000,,
100000240,İKON TEKNOLOJİ GÜVENLİK VE OTOMASYON SİSTEMLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,YAYLACIK MAH GAZİ OSMAN PAŞA CAD NO:54A İÇ KAPI NO A BUCA İZMİR,İZMİR,,38.3902427,27.1752803,504,TAMER ÇELİK PAZARTESİ,4,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,0000000000,34000,,
100000530,ACAR PETSHOP DENİZ ACAR,GÖKSU MAH. GAZETECİ YAZAR İSMAİL SİVRİ BULV. NO308,İZMİR,BUCA,38.3639172,27.1521095,504,TAMER ÇELİK PAZARTESİ,5,2026-06-30,5,1426.0,153743.5,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5362120720,34000,2025-12-12,24
100000554,MEYDAN MARKET ALİ YİĞİT,BELEVİ MAH. SELÇUK İZMİR,İZMİR,SELÇUK,38.0140648,27.4490648,504,TAMER ÇELİK PAZARTESİ,6,,0,0.0,0.0,Aktif,205 - GELENEKSEL KANAL,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5325961285,34000,,
100000679,ABDULLAH BEKLEN,MURATBEY MAH. APTİ EREL CAD. NO:6B TORBALI,İZMİR,TORBALI,38.1484881,27.3604143,504,TAMER ÇELİK PAZARTESİ,11,2026-06-23,4,1222.0,126238.68,Aktif,202 - YEM TOPTAN,cekirdek,erp,saha_gps,TAMER ÇELİK,5539600903,34000,2026-01-07,31
100000757,YAKAMOZ AKVARYUM AYTEN KAYABAŞI,ATATÜRK MH. 220SK NO:5/A,İZMİR,BUCA,38.3812123,27.1764783,504,TAMER ÇELİK PAZARTESİ,12,2026-05-15,6,2409.0,319817.23,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5353979609,34000,2026-01-19,70
100000789,FOX PETSHOP GÜLŞAH ÖZGE REİS,TEPEKÖY MAH. KAZIM KARABEKİR CD. NO:5/A TORBALI,İZMİR,TORBALI,38.1528022,27.3613432,504,TAMER ÇELİK PAZARTESİ,15,2026-07-16,6,1714.0,183824.47,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5365999292,34000,2025-12-15,8
100000803,HİLAL PETSHOP,FIRAT MAH. 647/16 SOK. NO:1B/B ŞİRİNYER,İZMİR,BUCA,38.3722337,27.1500588,504,TAMER ÇELİK PAZARTESİ,16,2026-01-23,1,30.0,1902.52,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5071368958,34000,2026-01-23,182
100000841,CİCİ PET SHOP İLKAY AKTAŞ,KUVVETLİ MH. GEDİZ CD. NO:1/3-A ÖDEMİŞ,İZMİR,ÖDEMİŞ,38.2220766,27.9654515,504,TAMER ÇELİK PAZARTESİ,17,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,TAMER ÇELİK,5303842869,34000,,
100000913,BUCA PETSHOP EVCİL HAYVAN MALZEMELERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,EFELER MAH. FORBES SK. NO:71A,İZMİR,BUCA,38.3894328,27.1560161,504,TAMER ÇELİK PAZARTESİ,18,2026-03-11,3,2985.0,165589.65,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5384983558,34000,2025-12-12,135
100001084,TORBALI PETSHOP / MUHAMMED OLCAN,TORBALI MAH.METROPOL BLV. NO:41 KAPI NO:1,İZMİR,TORBALI,38.1732113,27.3494936,504,TAMER ÇELİK PAZARTESİ,20,2026-07-24,16,6607.44,576600.11,Aktif,202 - YEM TOPTAN,cekirdek,erp,saha_gps,TAMER ÇELİK,5524775596,34000,2026-01-21,0
100001108,ÜNSALLAR PETSHOP2 / YAHYA KEMAL ÜNSAL,KOZAĞAÇ MAH. 277/6 SOK.NO:24,İZMİR,BUCA,38.3767374,27.169424,504,TAMER ÇELİK PAZARTESİ,21,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5077703498,34000,,
PT41498,KITIRR PETSHOP,ERTUĞRUL MAH. 3074.SOKAK NO:6/16,İZMİR,TORBALI,38.1542458,27.3582283,504,TAMER ÇELİK PAZARTESİ,24,2026-06-18,9,923.0,114593.88,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5075728014,34000,2025-12-15,36
100000036,ILHAN BASARAN,313 SK.NO:81-B ŞİRİNYER-BUCA-İZMİR,İZMİR,,,,505,TAMER ÇELİK SALI,1,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,TAMER ÇELİK,5322708364,34000,,
100000101,MELIH ÇEVIK,İNÖNÜ MAH.SARACOĞLU CAD.NO:71A ÖDEMİŞ-İZMİR,İZMİR,ÖDEMİŞ,38.2465244,27.9771223,505,TAMER ÇELİK SALI,2,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5547493232,34000,,
100000150,HAMIT YURT,AKINCILAR MH. 545 SK. NO:35/A BUCA-İZMİR,İZMİR,,,,505,TAMER ÇELİK SALI,3,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,basarisiz,yok,TAMER ÇELİK,5526620222,34000,,
100000533,ATOM KARINCA PET MARKET YEŞİM AKTÜRK,HÜRRİYET MAH. MENDERES CD. NO:303/B,İZMİR,BUCA,38.3956953,27.1485155,505,TAMER ÇELİK SALI,5,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5300838970,34000,,
100000576,UTKU PETSHOP AYHAN UTKURAK GÖKSEL DÖNMEZ,TORBALI MAH. 5119SK. NO:26-A,İZMİR,TORBALI,38.1716783,27.3484468,505,TAMER ÇELİK SALI,7,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5529332324,34000,,
100000621,KAAN YEM TİCARETİ FİKRİ SÖYLEMEZ,KETENCİ MAH. İBNİ MELEK CD. NO:40A TİRE,İZMİR,TİRE,38.0862278,27.7290322,505,TAMER ÇELİK SALI,9,2026-07-10,5,4920.0,295426.3,Aktif,202 - YEM TOPTAN,cekirdek,erp,saha_gps,TAMER ÇELİK,5436555653,34000,2026-01-02,14
100000767,MANGO2 PETSHOP İREM ABALI,ADATEPE MAH. 3SOK. NO:41/A BUCA,İZMİR,BUCA,38.3847344,27.1845075,505,TAMER ÇELİK SALI,13,2026-05-08,3,871.0,89883.44,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5070064773,34000,2026-01-07,77
100000790,PETSHOP ARTI DİDEM ÖZKAN,BUCA KOOP MAH. 200/17 SK. NO:28/A BUCA,İZMİR,BUCA,38.3681072,27.1792704,505,TAMER ÇELİK SALI,15,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5366714966,34000,,
100000843,MELİH PET SHOP EVCİL HAYVAN BAKIMI BESLEME VE AKSESUARLARI TİC,İNÖNÜ MH. SARAÇOĞLU CD. NO:71/A,İZMİR,ÖDEMİŞ,38.2220766,27.9654515,505,TAMER ÇELİK SALI,17,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,TAMER ÇELİK,5547493232,34000,,
100000915,TUĞÇEM PETSHOP NEBİ ECE,348SK. NO:20/B BUCA,İZMİR,BUCA,38.3834933,27.1686508,505,TAMER ÇELİK SALI,18,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_ilce,ilce_merkezi,TAMER ÇELİK,5535677641,34000,,
100001086,FLOWER PET SHOP,UFUK MAH.FEVZİ ÇAKMAK CAD. NO:228/A BUCA,İZMİR,,38.4030421,27.1653095,505,TAMER ÇELİK SALI,20,2026-07-20,15,4086.04,423184.59,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5523413162,34000,2026-01-21,4
100001130,PETRİCK PETSHOP/OZAN ÖZDİL,VALİ RAHMİ BEY MAH.NO:8/A BUCA / İZMİR,İZMİR,BUCA,38.3878981,27.1703989,505,TAMER ÇELİK SALI,21,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5055638294,,,
100001172,ACAR PETSHOP/ İBRAHİM ACAR,CUMHURİYET MH.ÇETİNKAYA SK. A BLOK NO:18/B,İZMİR,ÖDEMİŞ,38.2276144,27.9758591,505,TAMER ÇELİK SALI,22,2026-05-15,2,450.0,28044.72,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5444790472,,2026-03-31,70
100000051,GÜZEL TARIM YEM VE SÜT TİCARETİ,IŞIKLI MH. YOL KÜME EVLERİ NO:2 TİRE TİRE / İZMİR,İZMİR,TİRE,38.093483,27.7377467,506,TAMER ÇELİK ÇARŞAMBA,1,2026-05-15,6,4161.0,232150.54,Aktif,201 - PETSHOP,cekirdek,erp,saha_gps,TAMER ÇELİK,5327951937,34000,2025-12-15,70
100000119,KAYNAK YEM GIDA,İPEKÇİLER MH.ÇIRAKLAR CAD.NO:19 TİRE-İZMİR,İZMİR,TİRE,38.0925722,27.7280375,506,TAMER ÇELİK ÇARŞAMBA,2,,0,0.0,0.0,Aktif,202 - YEM TOPTAN,cekirdek,nominatim_ilce,ilce_merkezi,TAMER ÇELİK,5466709332,34000,,
100000207,PALAPET PETROL TICARET VE NAKLIYE LTD STI,ZAFER MAH 2360 SOK NO:25 BUCA İZMİR,İZMİR,,39.1177512,27.1761472,506,TAMER ÇELİK ÇARŞAMBA,3,,0,0.0,0.0,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5355257693,34000,,
100000692,MERAY OKTAR MİNNOŞ PETSHOP,ERTUĞRUL MAH. 3028SK. NO:4 B-TORBALI-İZMİR,İZMİR,TORBALI,38.1576755,27.3589181,506,TAMER ÇELİK ÇARŞAMBA,11,2025-12-15,1,245.0,34162.99,Aktif,201 - PETSHOP,cekirdek,nominatim_mahalle,mahalle_merkezi,TAMER ÇELİK,5555555555,34000,2025-12-15,221
